ID,Acc1,Acc2,Acc3,Acc1_freq,Acc2_freq,Acc3_freq,Acc_frequency,Body,Team,Jersey,Hair,Role,Number,Dunks,Shooting,Overall,Playmaking,Defense,Title,Top_pct_performance,Body_frequency,Hair_frequency,Role_frequency,Overall_rarity,rarity_rank
4129,Armband,Headband,Steampunk Goggles,0.24698221092757305,0.24182020330368487,0.02716010165184244,0.001622144905729317,Pink Alien,Cleveland Firebirds,Away,Black Long Ponytail,Player,53,83,94,89.75,87,95,BALLER #4129,0.009175257731958708,0.005154639175257732,0.017010309278350514,0.9618556701030928,1.3680754087855106e-07,18
1510,3D Glasses,,,0.0012706480304955528,,,0.0012706480304955528,Alien,Charlotte Clovers,Home,Pink Pigtails,Player,57,78,78,82.5,87,87,BALLER #1510,0.25340206185567016,0.0070103092783505155,0.01670103092783505,0.9618556701030928,1.4309209290485307e-07,19
9604,Armband,Nasal Strip,,0.24698221092757305,0.02644536213468869,,0.006531534008805736,Lizard,Minneapolis Express,Home,Redhead Bun,Captain,98,78,75,76.75,81,73,BALLER #9604,0.754020618556701,0.032783505154639174,0.01804123711340206,0.03783505154639175,1.4616090473317867e-07,20
8344,Armband,Headband,Nasal Strip,0.24698221092757305,0.24182020330368487,0.02644536213468869,0.0015794568818943348,Emoji,Cleveland Firebirds,Home,Brunette Short,Player,51,75,82,83.0,80,95,BALLER #8344,0.21721649484536087,0.006391752577319588,0.016082474226804123,0.9618556701030928,1.561674443667043e-07,21
8383,Armband,Headband,Pencil,0.24698221092757305,0.24182020330368487,0.028192503176620077,0.0016838053846020687,Bright Zombie,Nashville Miracle,Home,Pink Ponytail,Player,20,72,72,80.5,83,95,BALLER #8383,0.42309278350515467,0.005463917525773196,0.01804123711340206,0.9618556701030928,1.5965122427263486e-07,22
6755,Armband,Headband,Grey Headphones,0.24698221092757305,0.24182020330368487,0.025571791613723,0.001527282630540468,Human I,Tampa Bay Omens,Away,Brunette Medium,Captain,60,92,75,77.5,83,60,BALLER #6755,0.6948453608247422,0.16927835051546392,0.016494845360824743,0.03783505154639175,1.6134793427578352e-07,23
8214,Armband,Headband,Grey Headphones,0.24698221092757305,0.24182020330368487,0.025571791613723,0.001527282630540468,Human V,Salt Lake City Souls,Home,Brunette Wavy Ponytail,Captain,66,87,92,87.75,94,78,BALLER #8214,0.026494845360824693,0.1722680412371134,0.016391752577319587,0.03783505154639175,1.6317132806713858e-07,24
4833,Armband,Headband,Grey Headphones,0.24698221092757305,0.24182020330368487,0.025571791613723,0.001527282630540468,Emoji,Los Angeles Knives,Away,Redhead Bun,Player,26,79,90,86.0,85,90,BALLER #4833,0.0634020618556701,0.006391752577319588,0.01804123711340206,0.9618556701030928,1.694008525845805e-07,25
2495,Armband,Headband,Silver Chain,0.24698221092757305,0.24182020330368487,0.0275571791613723,0.001645860474526529,Emoji,Los Angeles Knives,Away,Light Brunette Bob,Player,25,71,78,73.0,69,74,BALLER #2495,0.9462886597938145,0.006391752577319588,0.01731958762886598,0.9618556701030928,1.7525096898439583e-07,26
2300,Armband,Headband,Silver Chain,0.24698221092757305,0.24182020330368487,0.0275571791613723,0.001645860474526529,Human V,Nashville Miracle,Home,Brunette Wavy Ponytail,Captain,62,86,66,75.25,79,70,BALLER #2300,0.8524742268041237,0.1722680412371134,0.016391752577319587,0.03783505154639175,1.758399094388108e-07,27
4721,Armband,Headband,Glasses,0.24698221092757305,0.24182020330368487,0.026842439644218553,0.0016031724506915472,Human II,Houston Rogues,Home,Black Long Ponytail,Captain,71,82,71,79.5,93,72,BALLER #4721,0.523298969072165,0.17082474226804123,0.017010309278350514,0.03783505154639175,1.7625342104395037e-07,28
9586,Gold Chain,,,0.001826556543837357,,,0.001826556543837357,Devil,Los Angeles Knives,Away,Pink Ponytail,Player,38,64,87,80.75,89,83,BALLER #9586,0.39783505154639176,0.005670103092783505,0.01804123711340206,0.9618556701030928,1.7972160985618555e-07,29
1851,Armband,Headband,Grey Headphones,0.24698221092757305,0.24182020330368487,0.025571791613723,0.001527282630540468,Human III,New York Torches,Away,Brunette Long Ponytail,Captain,40,82,74,78.0,74,82,BALLER #1851,0.6570103092783506,0.1811340206185567,0.01731958762886598,0.03783505154639175,1.8128059473122976e-07,30
4562,Armband,Headband,Glasses,0.24698221092757305,0.24182020330368487,0.026842439644218553,0.0016031724506915472,Human I,New Jersey Scientists,Home,Flat Top,Captain,65,71,80,73.5,75,68,BALLER #4562,0.9307216494845361,0.16927835051546392,0.017731958762886597,0.03783505154639175,1.820676146556085e-07,31
9143,Armband,Clock Necklace,,0.24698221092757305,0.008100381194409149,,0.0020006500567513064,Bright Zombie,Tampa Bay Omens,Home,Brunette Long Ponytail,Player,,81,64,76.75,80,82,BALLER #9143,0.754020618556701,0.005463917525773196,0.01731958762886598,0.9618556701030928,1.8210535758434423e-07,32
6869,Headband,Arm Tattoo,,0.24182020330368487,0.02485705209656925,,0.006010937391522662,Stone,Sierra Spiders,Home,Brown Cowlick,Captain,38,74,60,74.75,86,79,BALLER #6869,0.8781443298969072,0.0311340206185567,0.026288659793814433,0.03783505154639175,1.8614020562377304e-07,33
3648,Armband,Arm Tattoo,,0.24698221092757305,0.02485705209656925,,0.006139249683952538,Stone,Pennsylvania Fangs,Away,Black Taper,Captain,40,66,98,82.75,85,82,BALLER #3648,0.235979381443299,0.0311340206185567,0.02577319587628866,0.03783505154639175,1.8638592340060338e-07,34
4888,Headband,Space Visor,,0.24182020330368487,0.009926937738246506,,0.0024005341020457917,Pink Alien,San Jose Sirens,Away,Pink Pigtails,Player,95,82,65,76.75,83,77,BALLER #4888,0.754020618556701,0.005154639175257732,0.01670103092783505,0.9618556701030928,1.987738912994102e-07,35
1943,Armband,Headband,Grey Headphones,0.24698221092757305,0.24182020330368487,0.025571791613723,0.001527282630540468,Human IV,New York Torches,Home,Brunette Ponytail,Captain,53,85,75,84.25,96,81,BALLER #1943,0.1380412371134021,0.17670103092783504,0.019484536082474226,0.03783505154639175,1.9894952008565377e-07,36
5492,Armband,Grey Headphones,,0.24698221092757305,0.025571791613723,,0.006315777630136478,Stone,New York Golden Bulls,Away,Purple Cowlick,Captain,9,87,73,82.75,84,87,BALLER #5492,0.235979381443299,0.0311340206185567,0.02711340206185567,0.03783505154639175,2.017160167297572e-07,37
8562,Armband,Headband,Silver Chain,0.24698221092757305,0.24182020330368487,0.0275571791613723,0.001645860474526529,Human II,Los Angeles Knives,Away,Brunette Bob,Captain,53,83,73,77.25,72,81,BALLER #8562,0.7143298969072165,0.17082474226804123,0.019175257731958762,0.03783505154639175,2.0397612158900208e-07,38
5605,Armband,Headband,Arm Tattoo,0.24698221092757305,0.24182020330368487,0.02485705209656925,0.0014845946067054859,Pink Alien,Tallahassee Tarantulas,Home,Brown Taper,Player,95,82,98,86.75,85,82,BALLER #5605,0.04371134020618561,0.005154639175257732,0.0277319587628866,0.9618556701030928,2.0412519084443318e-07,39
8868,Armband,Headband,Pencil,0.24698221092757305,0.24182020330368487,0.028192503176620077,0.0016838053846020687,Human III,Minneapolis Express,Home,Pink Ponytail,Captain,37,79,71,74.25,76,71,BALLER #8868,0.9012371134020618,0.1811340206185567,0.01804123711340206,0.03783505154639175,2.081865008074099e-07,40
5103,Armband,Headband,Glasses,0.24698221092757305,0.24182020330368487,0.026842439644218553,0.0016031724506915472,Pink Alien,Delaware Horsemen,Away,Purple Cowlick,Player,29,73,86,81.75,74,94,BALLER #5103,0.3110309278350516,0.005154639175257732,0.02711340206185567,0.9618556701030928,2.155124851826674e-07,41
3956,Armband,Headband,,0.24698221092757305,0.24182020330368487,,0.059725288458899295,Bright Pink Alien,Charlotte Clovers,Home,Black Pigtails,Captain,65,68,76,77.25,84,81,BALLER #3956,0.7143298969072165,0.005979381443298969,0.015979381443298968,0.03783505154639175,2.1590803712950883e-07,42
6226,Armband,Clock Necklace,,0.24698221092757305,0.008100381194409149,,0.0020006500567513064,Human I,Salt Lake City Souls,Away,Black Long Ponytail,Captain,26,83,83,76.0,69,69,BALLER #6226,0.8068041237113401,0.16927835051546392,0.017010309278350514,0.03783505154639175,2.1796114927729507e-07,43
8834,Armband,Headband,Nasal Strip,0.24698221092757305,0.24182020330368487,0.02644536213468869,0.0015794568818943348,Devil,Miami Tentacles,Away,Brown Moptop,Player,,86,65,73.25,67,75,BALLER #8834,0.9391752577319588,0.005670103092783505,0.025670103092783506,0.9618556701030928,2.211241884410686e-07,44
9421,Headband,Goggles,,0.24182020330368487,0.00929161372299873,,0.002246899919514861,Human I,Los Angeles Knives,Home,Black Pigtails,Captain,34,76,73,81.25,84,92,BALLER #9421,0.3546391752577319,0.16927835051546392,0.015979381443298968,0.03783505154639175,2.2995319129115455e-07,45
7460,Armband,Headband,,0.24698221092757305,0.24182020330368487,,0.059725288458899295,Devil,New York Torches,Away,Redhead Bun,Captain,52,84,73,80.0,89,74,BALLER #7460,0.471958762886598,0.005670103092783505,0.01804123711340206,0.03783505154639175,2.3115849358971326e-07,46
4055,Headband,Goggles,,0.24182020330368487,0.00929161372299873,,0.002246899919514861,Bright Pink Alien,Los Angeles Knives,Away,Pink Ponytail,Player,37,68,72,75.0,85,75,BALLER #4055,0.865979381443299,0.005979381443298969,0.01804123711340206,0.9618556701030928,2.33139688506286e-07,47
7582,Armband,Headband,Eye Patch,0.24698221092757305,0.24182020330368487,0.008259212198221092,0.0004932838309820145,Stone,New York Torches,Home,Brunette Medium,Player,2,73,72,72.5,79,66,BALLER #7582,0.9588659793814434,0.0311340206185567,0.016494845360824743,0.9618556701030928,2.436633702024332e-07,48
1579,Armband,Headband,3D Glasses,0.24698221092757305,0.24182020330368487,0.0012706480304955528,7.588982015107916e-05,Human IV,San Jose Sirens,Away,Brunette Bob,Player,13,95,86,81.5,66,79,BALLER #1579,0.3334020618556701,0.17670103092783504,0.019175257731958762,0.9618556701030928,2.4732825099979786e-07,49
6601,Gold Chain,,,0.001826556543837357,,,0.001826556543837357,Bright Pink Alien,New York Golden Bulls,Away,Blonde Crew,Player,85,81,79,79.25,87,70,BALLER #6601,0.5485567010309278,0.005979381443298969,0.023711340206185566,0.9618556701030928,2.490894831669107e-07,50
3510,Armband,Headband,Clock Necklace,0.24698221092757305,0.24182020330368487,0.008100381194409149,0.0004837976034631296,Stone,Orlando Freeze,Away,Brunette Long Ponytail,Player,,81,84,83.0,82,85,BALLER #3510,0.21721649484536087,0.0311340206185567,0.01731958762886598,0.9618556701030928,2.5092641296808263e-07,51
7245,Armband,Headband,Grey Headphones,0.24698221092757305,0.24182020330368487,0.025571791613723,0.001527282630540468,Human I,Phoenix Skulls,Home,Brown Moptop,Captain,58,66,79,76.25,75,85,BALLER #7245,0.7909278350515464,0.16927835051546392,0.025670103092783506,0.03783505154639175,2.510977227166881e-07,52
4622,Armband,Headband,Arm Tattoo,0.24698221092757305,0.24182020330368487,0.02485705209656925,0.0014845946067054859,Human III,Las Vegas Scorpions,Home,Very Thin,Captain,79,95,78,88.75,89,93,BALLER #4622,0.01608247422680409,0.1811340206185567,0.024948453608247424,0.03783505154639175,2.538317052741742e-07,53
3262,Armband,Headband,Arm Tattoo,0.24698221092757305,0.24182020330368487,0.02485705209656925,0.0014845946067054859,Human IV,Tallahassee Tarantulas,Home,Brown Moptop,Captain,28,83,85,80.75,77,78,BALLER #3262,0.39783505154639176,0.17670103092783504,0.025670103092783506,0.03783505154639175,2.5478209515454993e-07,54
4276,Armband,Headband,Arm Tattoo,0.24698221092757305,0.24182020330368487,0.02485705209656925,0.0014845946067054859,Human II,Toronto Spears,Away,Cheetah,Captain,33,84,86,83.5,67,97,BALLER #4276,0.18443298969072164,0.17082474226804123,0.02711340206185567,0.03783505154639175,2.601578871600673e-07,55
7085,Headband,Clock Necklace,,0.24182020330368487,0.008100381194409149,,0.001958835827269366,Devil,Phoenix Skulls,Home,Thinning,Player,22,93,73,77.5,74,70,BALLER #7085,0.6948453608247422,0.005670103092783505,0.025051546391752576,0.9618556701030928,2.676291672455259e-07,56
3474,Headband,Goggles,,0.24182020330368487,0.00929161372299873,,0.002246899919514861,Pink Alien,New York Golden Bulls,Home,Spiked,Player,1,76,85,86.0,94,89,BALLER #3474,0.0634020618556701,0.005154639175257732,0.024123711340206185,0.9618556701030928,2.687423010368026e-07,57
4796,Armband,Gold Headphones,,0.24698221092757305,0.001826556543837357,,0.000451126973581177,Lizard,Tampa Bay Omens,Away,Brunette Bob,Player,91,74,76,77.0,72,86,BALLER #4796,0.7348453608247423,0.032783505154639174,0.019175257731958762,0.9618556701030928,2.727754620958769e-07,58
4596,Headband,Red Headphones,,0.24182020330368487,0.009212198221092757,,0.0022276956466984943,Human V,Los Angeles Knives,Home,Blonde Medium,Captain,46,80,79,72.75,65,67,BALLER #4596,0.9536082474226804,0.1722680412371134,0.01907216494845361,0.03783505154639175,2.7692036534812035e-07,59
5450,Armband,Headband,Glasses,0.24698221092757305,0.24182020330368487,0.026842439644218553,0.0016031724506915472,Human III,Omaha Bullsnakes,Away,Crazy Orange,Captain,68,81,76,78.0,89,66,BALLER #5450,0.6570103092783506,0.1811340206185567,0.02556701030927835,0.03783505154639175,2.8090181478761094e-07,60
5654,Armband,Eye Patch,,0.24698221092757305,0.008259212198221092,,0.002039878489236626,Devil,Portland Creatures,Home,Striped,Player,18,70,79,76.25,72,84,BALLER #5654,0.7909278350515464,0.005670103092783505,0.025360824742268043,0.9618556701030928,2.8214251665266375e-07,61
9448,Armband,Headband,Goggles,0.24698221092757305,0.24182020330368487,0.00929161372299873,0.0005549443098547663,Stone,Charlotte Clovers,Home,Black Long Ponytail,Player,12,75,84,80.25,77,85,BALLER #9448,0.4483505154639176,0.0311340206185567,0.017010309278350514,0.9618556701030928,2.8268758183641657e-07,62
8209,Armband,Space Visor,,0.24698221092757305,0.009926937738246506,,0.0024517770303324835,Human III,Houston Rogues,Home,Black Long Ponytail,Captain,33,84,82,75.5,71,65,BALLER #8209,0.8379381443298969,0.1811340206185567,0.017010309278350514,0.03783505154639175,2.858166595616652e-07,63
9192,Armband,Space Visor,,0.24698221092757305,0.009926937738246506,,0.0024517770303324835,Human II,Los Angeles Knives,Away,Redhead Bun,Captain,29,87,89,87.75,89,86,BALLER #9192,0.026494845360824693,0.17082474226804123,0.01804123711340206,0.03783505154639175,2.8588567239748837e-07,64
7161,Headband,Earrings,,0.24182020330368487,0.01008576874205845,,0.0024389426476785245,Emoji,Cleveland Firebirds,Away,Brunette Bob,Player,60,76,86,77.5,73,75,BALLER #7161,0.6948453608247422,0.006391752577319588,0.019175257731958762,0.9618556701030928,2.8752304724644885e-07,65
8302,Armband,Headband,,0.24698221092757305,0.24182020330368487,,0.059725288458899295,Pink Alien,D.C. Dobermans,Home,Blonde Short,Captain,15,83,79,78.25,68,83,BALLER #8302,0.6355670103092783,0.005154639175257732,0.024742268041237112,0.03783505154639175,2.881976023975646e-07,66
4323,Headband,Clock Necklace,,0.24182020330368487,0.008100381194409149,,0.001958835827269366,Emoji,Boulder Elks,Home,Spiked,Player,93,91,81,81.75,68,87,BALLER #4323,0.3110309278350516,0.006391752577319588,0.024123711340206185,0.9618556701030928,2.905173182490154e-07,67
5640,Armband,Goggles,,0.24698221092757305,0.00929161372299873,,0.0022948633003912044,Pink Alien,Michigan Colliders,Home,Black Taper,Player,6,93,84,84.0,87,72,BALLER #5640,0.15144329896907216,0.005154639175257732,0.02577319587628866,0.9618556701030928,2.932467953014105e-07,68
6329,Armband,Headband,Glasses,0.24698221092757305,0.24182020330368487,0.026842439644218553,0.0016031724506915472,Human III,Seattle Scream,Home,Crazy Purple,Captain,24,73,73,78.75,81,88,BALLER #6329,0.5925773195876289,0.1811340206185567,0.02690721649484536,0.03783505154639175,2.956265066918002e-07,69
6928,Goggles,,,0.00929161372299873,,,0.00929161372299873,Stone,Omaha Bullsnakes,Home,Purple Cowlick,Captain,28,75,76,74.0,63,82,BALLER #6928,0.911340206185567,0.0311340206185567,0.02711340206185567,0.03783505154639175,2.967595471144465e-07,70
9433,Armband,Headband,Space Visor,0.24698221092757305,0.24182020330368487,0.009926937738246506,0.0005928892199303059,Zombie,San Jose Sirens,Away,Pink Ponytail,Player,29,65,81,79.25,79,92,BALLER #9433,0.5485567010309278,0.029896907216494847,0.01804123711340206,0.9618556701030928,3.075927121914969e-07,71
7542,Armband,Headband,Pencil,0.24698221092757305,0.24182020330368487,0.028192503176620077,0.0016838053846020687,Alien,Pennsylvania Fangs,Home,Cheetah,Player,53,80,65,72.25,72,72,BALLER #7542,0.9650515463917526,0.0070103092783505155,0.02711340206185567,0.9618556701030928,3.078385439236444e-07,72
4512,Armband,Headband,Silver Chain,0.24698221092757305,0.24182020330368487,0.0275571791613723,0.001645860474526529,Alien,Chicago Squid,Home,Shaved,Player,5,85,78,80.75,84,76,BALLER #4512,0.39783505154639176,0.0070103092783505155,0.02845360824742268,0.9618556701030928,3.157747874327132e-07,73
6336,Armband,Space Visor,,0.24698221092757305,0.009926937738246506,,0.0024517770303324835,Pink Alien,Dallas Pythons,Away,Brown Cowlick,Player,48,95,94,84.5,75,74,BALLER #6336,0.12505154639175253,0.005154639175257732,0.026288659793814433,0.9618556701030928,3.1956381539256277e-07,74
1275,Armband,Headband,Gold Headphones,0.24698221092757305,0.24182020330368487,0.001826556543837357,0.00010909161646717629,Human III,Houston Rogues,Away,Black Long Ponytail,Player,,79,85,83.75,87,84,BALLER #1275,0.16793814432989695,0.1811340206185567,0.017010309278350514,0.9618556701030928,3.233058207276683e-07,75
1721,Headband,Clock Necklace,,0.24182020330368487,0.008100381194409149,,0.001958835827269366,Human IV,Boulder Elks,Home,Brown Moptop,Captain,45,78,84,83.5,88,84,BALLER #1721,0.18443298969072164,0.17670103092783504,0.025670103092783506,0.03783505154639175,3.3617008567948545e-07,76
3167,Armband,Gold Chain,,0.24698221092757305,0.001826556543837357,,0.000451126973581177,Lizard,Michigan Colliders,Away,Brown Short,Player,58,69,86,79.0,77,84,BALLER #3167,0.5724742268041236,0.032783505154639174,0.024329896907216497,0.9618556701030928,3.461021992184246e-07,77
1582,Armband,Red Headphones,,0.24698221092757305,0.009212198221092757,,0.0022752490841485445,Human I,Helena Pronghorns,Home,Red Crew,Captain,44,83,68,78.5,84,79,BALLER #1582,0.6139175257731959,0.16927835051546392,0.02381443298969072,0.03783505154639175,3.470283396336541e-07,78
7639,Armband,Goggles,,0.24698221092757305,0.00929161372299873,,0.0022948633003912044,Emoji,Portland Creatures,Home,Black Taper,Player,42,91,85,81.5,66,84,BALLER #7639,0.3334020618556701,0.006391752577319588,0.02577319587628866,0.9618556701030928,3.63626026173749e-07,79
7758,Armband,Headband,Eye Patch,0.24698221092757305,0.24182020330368487,0.008259212198221092,0.0004932838309820145,Stone,Alabama Kingpins,Away,Brown Pompadour,Player,94,82,75,80.25,86,78,BALLER #7758,0.4483505154639176,0.0311340206185567,0.02649484536082474,0.9618556701030928,3.913842883876582e-07,80
1816,Armband,Goggles,,0.24698221092757305,0.00929161372299873,,0.0022948633003912044,Human V,New Orleans Giants,Away,Brown Pompadour,Captain,70,83,72,79.25,87,75,BALLER #1816,0.5485567010309278,0.1722680412371134,0.02649484536082474,0.03783505154639175,3.962937795169335e-07,81
1688,Headband,Earrings,,0.24182020330368487,0.01008576874205845,,0.0024389426476785245,Alien,Toronto Spears,Away,Thinning,Player,42,83,74,78.25,72,84,BALLER #1688,0.6355670103092783,0.0070103092783505155,0.025051546391752576,0.9618556701030928,4.119867180628096e-07,82
7659,Headband,Space Visor,,0.24182020330368487,0.009926937738246506,,0.0024005341020457917,Human V,St. Louis Orcs,Home,Brown Pompadour,Captain,15,83,76,86.0,91,94,BALLER #7659,0.0634020618556701,0.1722680412371134,0.02649484536082474,0.03783505154639175,4.145417864309584e-07,83
2914,Headband,Goggles,,0.24182020330368487,0.00929161372299873,,0.002246899919514861,Human IV,D.C. Dobermans,Away,Shaved,Captain,73,82,72,76.75,67,86,BALLER #2914,0.754020618556701,0.17670103092783504,0.02845360824742268,0.03783505154639175,4.274196553571912e-07,84
7991,Armband,Headband,Red Headphones,0.24698221092757305,0.24182020330368487,0.009212198221092757,0.0005502011960953238,Zombie,Chicago Squid,Home,Cheetah,Player,92,93,88,87.0,85,82,BALLER #7991,0.03814432989690719,0.029896907216494847,0.02711340206185567,0.9618556701030928,4.2898461547603144e-07,85
7129,Armband,Space Visor,,0.24698221092757305,0.009926937738246506,,0.0024517770303324835,Alien,St. Louis Orcs,Home,Blonde Crewcut,Player,5,67,80,75.5,74,81,BALLER #7129,0.8379381443298969,0.0070103092783505155,0.026288659793814433,0.9618556701030928,4.3460678893388537e-07,86
8485,Armband,Headband,Red Headphones,0.24698221092757305,0.24182020330368487,0.009212198221092757,0.0005502011960953238,Lizard,Alabama Kingpins,Home,Thinning,Player,85,78,85,84.75,83,93,BALLER #8485,0.11371134020618556,0.032783505154639174,0.025051546391752576,0.9618556701030928,4.3463166613733896e-07,87
9049,Armband,Earrings,,0.24698221092757305,0.01008576874205845,,0.0024910054628178033,Human II,Miami Tentacles,Away,Crazy Blue,Captain,94,79,88,83.25,87,79,BALLER #9049,0.20154639175257727,0.17082474226804123,0.027628865979381443,0.03783505154639175,4.448185026615275e-07,88
2957,Headband,Earrings,,0.24182020330368487,0.01008576874205845,,0.0024389426476785245,Human III,Boston Rulers,Home,Light Brown Short,Captain,,82,72,82.0,95,79,BALLER #2957,0.29185567010309277,0.1811340206185567,0.02690721649484536,0.03783505154639175,4.497433165370535e-07,89
9356,Armband,Headband,Gold Headphones,0.24698221092757305,0.24182020330368487,0.001826556543837357,0.00010909161646717629,Human I,D.C. Dobermans,Home,Brown Moptop,Player,15,75,77,80.75,91,80,BALLER #9356,0.39783505154639176,0.16927835051546392,0.025670103092783506,0.9618556701030928,4.5596375106008176e-07,90
4791,Armband,Headband,Gold Chain,0.24698221092757305,0.24182020330368487,0.001826556543837357,0.00010909161646717629,Human I,Boston Rulers,Away,Black Taper,Player,62,76,80,78.0,76,80,BALLER #4791,0.6570103092783506,0.16927835051546392,0.02577319587628866,0.9618556701030928,4.577949307832146e-07,91
1395,Armband,Headband,Goggles,0.24698221092757305,0.24182020330368487,0.00929161372299873,0.0005549443098547663,Lizard,New Orleans Giants,Home,Brown Pompadour,Player,20,79,97,85.5,85,81,BALLER #1395,0.08175257731958763,0.032783505154639174,0.02649484536082474,0.9618556701030928,4.636348648035919e-07,92
